nom,producteur,origine,volume,degre,type
South Pacific 83° (Still Strength),LEsprit,France,70.0,83.0,Vieux
Travellers 2005 (Cask #BB  11),LEsprit,France,70.0,46.0,Vieux
Travellers 2005 (Cask #BB  11) - Cask Strength,LEsprit,France,70.0,66.1,Vieux
Travellers 2007  (Cask #BB  36) - Cuvee 10e Anniversaire Cask Strength,LEsprit,France,70.0,66.1,Vieux
Worthy Park 2007 (Cask #BB 9) - Cask Strength,LEsprit,France,70.0,56.9,Vieux
Worthy Park 2007 (Cask #BB 10) - Cask Strength,LEsprit,France,70.0,55.9,Vieux
Worthy Park 2007 (Cask #49) - Cask Strength,LEsprit,France,70.0,55.3,Vieux
Carribean Smooth 1816 (Dark),Estaro,Pays-Bas,70.0,37.5,Vieux
Carribean Smooth 1816 (Blanc),Estaro,Pays-Bas,70.0,37.5,Blanc
Barbade Foursquare - MBFS 2006-2017,Excellence Rhum,France,70.0,62.8,Vieux
Barbade Foursquare - Cask Strength Fût #14-  2007-2018,Excellence Rhum,France,70.0,64.4,Vieux
Fidji South Pacific SMF Cask Strength 2004-2018,Excellence Rhum,France,70.0,65.5,Vieux
Guadeloupe Bellevue - SFGB 1998-2017,Excellence Rhum,France,70.0,59.9,Vieux
Guyana Diamond - MPM 2005-2017,Excellence Rhum,France,70.0,60.1,Vieux
Guyana Port Mourant - MPM 2008-2018,Excellence Rhum,France,70.0,62.2,Vieux
Jamaique Hampden - LROK 2000-2017,Excellence Rhum,France,70.0,54.6,Vieux
Jamaique Worthy Park - WPL 2007-2018,Excellence Rhum,France,70.0,57.0,Vieux
Maison La Mauny E15 - Cask Strength 2015-2019,Excellence Rhum,France,70.0,62.8,Vieux
Marie Galante Bielle YQM - Cask Strength 2012-2019,Excellence Rhum,France,70.0,59.2,Vieux
Grenada XO Rum (Selection ARhum 2019) - Batch #1,Explorateur du Goût,France,70.0,52.0,Vieux
Belize - Aged 5 Years,Fair,France,70.0,40.0,Vieux
Belize - Aged 8 Years,Fair,France,70.0,53.8,Vieux
Belize - Aged 8 Years - Single Cask ARhum,Fair,France,70.0,62.0,Vieux
Belize - Aged 9 Years,Fair,France,70.0,41.0,Vieux
Belize - Aged 10 Years,Fair,France,70.0,40.0,Vieux
Belize - Aged 10 Years - Fullproof,Fair,France,70.0,66.5,Vieux
Belize - Aged 11 Years,Fair,France,70.0,50.7,Vieux
Belize - XO,Fair,France,70.0,40.0,Vieux
Belize - XO Finish Acacia,Fair,France,70.0,40.0,Vieux
Belize - XO Finish Acacia Gold Label,Fair,France,70.0,46.0,Vieux
Belize - XO Finish Chataignier,Fair,France,70.0,43.0,Vieux
Belize - XO Finish Chestnut,Fair,France,70.0,43.0,Vieux
Jamaica - Aged 5 Years (Worthy Park),Fair,France,70.0,40.0,Vieux
Muscovado 2016,Fair,France,70.0,55.0,Vieux
Muscovado 2017,Fair,France,70.0,55.0,Vieux
Paraguay XO,Fair,France,70.0,40.0,Vieux
Salvador XO,Fair,France,70.0,44.0,Vieux
Influences n°2 - Australie-Jamaique,Famille Ricci,France,70.0,46.0,Vieux
Influences n°3 - Guyana-Guatemala,Famille Ricci,France,70.0,46.0,Vieux
Ambre,Ferroni,France,70.0,40.0,Ambre
Australie 2013,Ferroni,France,50.0,60.4,Vieux
Australie Maurice Barbade - La Table du Loup,Ferroni,France,50.0,59.2,Vieux
Barbade 2007 (Foursquare),Ferroni,France,50.0,57.5,Vieux
Barbade 2009 (Foursquare),Ferroni,France,50.0,63.5,Vieux
"Port Morant 1990 """"Diamonds of Demerara"""" 25 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
Belize 2007 (Travellers),Ferroni,France,50.0,42.0,Vieux
Belize 2007 - Cask Strength (Travellers),Ferroni,France,50.0,61.0,Vieux
Boucan dEnfer,Ferroni,France,70.0,50.0,Ambre
Cuba 2011,Ferroni,France,50.0,58.5,Vieux
Cuvee La Baffe de lOurs,Ferroni,France,50.0,61.2,Vieux
Fresh Cane,Ferroni,France,70.0,56.0,Blanc
3 Latitudes Gwada 1998,Ferroni,France,50.0,44.0,Vieux
Gwada 1998 - Rasteau Finish,Ferroni,France,50.0,56.5,Vieux
Honey Rum,Ferroni,France,70.0,37.5,Spiced
Issan Flower 2015,Ferroni,France,50.0,59.2,Vieux
"Jamaique 2010 (Worthy Park) - (63,4°)",Ferroni,France,50.0,63.4,Vieux
"Jamaique 2010 (Worthy Park) - (65,6°)",Ferroni,France,50.0,65.6,Vieux
"Jamaique 2010 (Worthy Park) - (66,2°)",Ferroni,France,50.0,66.2,Vieux
La Dame Jeanne - Pur Jus de Canne (56°),Ferroni,France,70.0,56.0,Blanc
La Dame Jeanne - Pur Jus de Canne (57°) - Chamarel,Ferroni,France,70.0,57.0,Blanc
La Dame Jeanne 2 - Melasse Power (57°),Ferroni,France,70.0,57.0,Blanc
La Dame Jeanne 3 - Canne Rouge (57°),Ferroni,France,70.0,57.0,Blanc
La Dame Jeanne 4 - LAtlantique,Ferroni,France,70.0,57.0,Blanc
La Dame Jeanne 5,Ferroni,France,70.0,57.0,Blanc
La Dame Jeanne - La Table du Loup,Ferroni,France,70.0,57.0,Blanc
Le Boucanier (Rhum Fume),Ferroni,France,70.0,40.0,Ambre
"Sanctus Spiritus 1998 """"Old Vintage Selection"""" 16 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
Le Merveilleux Farlernum,Ferroni,France,70.0,19.0,Spiced
Les Ciseaux (Saint-Maurice),Ferroni,France,70.0,50.0,Vieux
Overproof (73°),Ferroni,France,70.0,73.0,Vieux
Overproof - Batch #2 (74°),Ferroni,France,70.0,74.0,Vieux
Rose Rhum Blend,Ferroni,France,70.0,40.0,Vieux
Serie des Lumieres - Guildive 1800,Ferroni,France,50.0,40.0,Vieux
Serie des Lumieres - Guildive 1800 - Batch #2,Ferroni,France,50.0,40.0,Vieux
Serie des Lumieres - Ratafia de Marseille,Ferroni,France,50.0,35.0,Vieux
Terres de Pur Jus BDF,Ferroni,France,50.0,63.2,Vieux
Torna Viagem,Ferroni,France,50.0,64.0,Vieux
Trinidad 2010,Ferroni,France,50.0,53.0,Vieux
Barbados MBFS 2005,Flensburg,Allemagne,70.0,62.9,Vieux
Guyana MEC 1992,Flensburg,Allemagne,70.0,59.8,Vieux
Caroni Aged 16 Years (Cask #2944),Gleann Mór Spirits Company,Ecosse,70.0,50.2,Vieux
Demerara Vintage 1974 (Casks #102 & #103),Gordon & Macphail,Ecosse,70.0,50.0,Vieux
Jamaica Vintage 1941 (Cask #76) - Long Pond,Gordon & Macphail,Ecosse,70.0,50.0,Vieux
Barbados - Aged 17 Years - Rockley Still (1986) - West Indies,High Spirits Collection,Italie,70.0,46.0,Vieux
Demerara - Aged 13 Years - Port Mourant (1990) - Uitvlugt,High Spirits Collection,Italie,70.0,46.0,Vieux
Demerara - 1971 (Enmore),High Spirits Collection,Italie,70.0,54.0,Vieux
Demerara - 1974 (Enmore),High Spirits Collection,Italie,70.0,54.0,Vieux
Demerara - 1974 (Enmore),High Spirits Collection,Italie,70.0,54.0,Vieux
Demerara - 1975 (Uitvlugt),High Spirits Collection,Italie,70.0,52.0,Vieux
Trinidad - Aged 12 Years - Caroni (1991),High Spirits Collection,Italie,70.0,46.0,Vieux
Trinidad - Aged 15 Years - Caroni (1997),High Spirits Collection,Italie,70.0,46.0,Vieux
Trinidad - Aged 18 Years - Caroni (1998),High Spirits Collection,Italie,70.0,46.0,Vieux
Trinidad - Aged 21 Years - Caroni (1991) 46°,High Spirits Collection,Italie,70.0,46.0,Vieux
Trinidad - Aged 21 Years - Caroni (1991) 58°,High Spirits Collection,Italie,70.0,58.0,Vieux
Guyana Demerara Rum - Versailles 11 Years,Holsons,Royaume-Uni,70.0,46.0,Vieux
Barbados 2000-2013 (Mount Gay) - Cask #IDR004,Isla Del Ron,Allemagne,70.0,61.6,Vieux
Barbados 2000-2016 (Mount Gay) - Cask #IDR014,Isla Del Ron,Allemagne,70.0,57.8,Vieux
Belize 2005-2014 (Travellers) - Cask #IDR009,Isla Del Ron,Allemagne,70.0,66.4,Vieux
Brazil 1999-2017 (Epris) - Cask #IDR016,Isla Del Ron,Allemagne,70.0,47.1,Vieux
Cuba 1998 (Sancti Spiritus) - Cask #IDR005,Isla Del Ron,Allemagne,70.0,58.5,Vieux
Cuba 1998-2016 (Sancti Spiritus) - Cask #IDR013,Isla Del Ron,Allemagne,70.0,59.3,Vieux
Dominican Republic 2009-2018 - Cask #IDR021,Isla Del Ron,Allemagne,70.0,64.5,Vieux
Guadeloupe 1998-2014 (Damoiseau) - Cask #IDR011,Isla Del Ron,Allemagne,70.0,52.6,Vieux
Guadeloupe 2008-2018 (Damoiseau) - Cask #IDR022,Isla Del Ron,Allemagne,70.0,51.9,Vieux
Guyana 1988-2012 - Cask #IDR003,Isla Del Ron,Allemagne,70.0,52.6,Vieux
Guyana 1998-2013 (Uitvlugt) - Cask #IDR007,Isla Del Ron,Allemagne,70.0,53.9,Vieux
Jamaica 1982-2012 - Cask #IDR001,Isla Del Ron,Allemagne,70.0,56.2,Vieux
Jamaica 2000-2014 (Long Pond) - Cask #IDR010,Isla Del Ron,Allemagne,70.0,55.2,Vieux
Jamaica 2011-2018 (Worthy Park) - Cask #IDR018,Isla Del Ron,Allemagne,70.0,51.9,Vieux
Martinique 2005-2017 (Clement) - Cask #IDR017,Isla Del Ron,Allemagne,70.0,53.2,Vieux
Nicaragua 2001-2013 - Cask #IDR006,Isla Del Ron,Allemagne,70.0,63.2,Vieux
Nicaragua 2007-2018 - Cask #IDR019,Isla Del Ron,Allemagne,70.0,47.8,Vieux
Panama 1995-2012 (Don Jose) - Cask #IDR002,Isla Del Ron,Allemagne,70.0,52.9,Vieux
Panama 2003-2015 (Don Jose) - Cask #IDR012,Isla Del Ron,Allemagne,70.0,52.6,Vieux
Trinidad 1989 (Caroni) - Cask #IDR015,Isla Del Ron,Allemagne,70.0,52.5,Vieux
Trinidad 1997-2018 (Caroni) - Cask #IDR020,Isla Del Ron,Allemagne,70.0,52.5,Vieux
Trinidad 1997-2013 (Caroni) - Cask #IDR008,Isla Del Ron,Allemagne,70.0,54.7,Vieux
Gold,Isla Del Ron,Allemagne,70.0,42.5,Ambre
Silver,Isla Del Ron,Allemagne,70.0,42.5,Ambre
Anacaona - Santo Domingo Signature (Gran Reserva Rum),Island Signature,France,70.0,40.0,Vieux
Tierra Madre - Guatemala Rum,Island Signature,France,70.0,40.0,Vieux
Yellow Snake - Jamaican Amber Rum,Island Signature,France,70.0,40.0,Ambre
Caroni 1997,Jean Boyer,France,70.0,40.0,Vieux
Caroni 1998,Jean Boyer,France,70.0,40.0,Vieux
Barbados Foursquare - 9 Years (2007),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Barbados Foursquare - 14 Years (2001),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Belize Travellers - 9 Years (2007),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Belize Travellers - 10 Years (2005),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Belize Travellers - 11 Years (2005),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Blended Carribean Rum,Kill Devil Rum,Ecosse,70.0,40.0,Vieux
Blended Carribean Rum - Dark Overproof,Kill Devil Rum,Ecosse,70.0,57.0,Vieux
Cuba Sancti Spiritus - 17 Years (1998),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Cuba Sancti Spiritus - 17 Years (1999),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Cuba Sancti Spiritus - 18 Years (1999),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Fiji South Pacific - 14 Years,Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guadeloupe Bellevue - 18 Years (1998),Kill Devil Rum,Ecosse,70.0,58.2,Vieux
Guadeloupe Bellevue - 20 Years (1998),Kill Devil Rum,Ecosse,70.0,58.6,Vieux
Guatemala Darsa - 8 Years (2007),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guatemala Darsa - 9 Years (2007),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guatemala Darsa - 10 Years (2008),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Diamond - 8 Years (2008),Kill Devil Rum,Ecosse,70.0,59.3,Vieux
Guyana Diamond - 10 Years (2005),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Diamond - 11 Years (2004),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Diamond - 12 Years (2004),Kill Devil Rum,Ecosse,70.0,63.9,Vieux
"Guyana Diamond - 12 Years (2004) - 61,1°",Kill Devil Rum,Ecosse,70.0,61.1,Vieux
"Guyana Diamond - 12 Years (2004) - 62,7°",Kill Devil Rum,Ecosse,70.0,62.7,Vieux
Guyana Diamond - 15 Years (2001) - 46°,Kill Devil Rum,Ecosse,70.0,46.0,Vieux
"Guyana Diamond - 15 Years (2001) - 57,1°",Kill Devil Rum,Ecosse,70.0,57.1,Vieux
Guyana Diamond - 15 Years (2001) - 61°,Kill Devil Rum,Ecosse,70.0,61.0,Vieux
Guyana Diamond - 18 Years (1998),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Enmore - 24 Years (1992),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Enmore - 25 Years (1990),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Enmore - 25 Years (1992),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Uitvlugt - 15 Years (1999),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Uitvlugt - 16 Years (1999),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Uitvlugt - 17 Years (1999),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Uitvlugt - 18 Years (1997) - Cask #HL15048,Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Guyana Uitvlugt - 18 Years (1998),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Hampden - 10 Years (2007),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Hampden - 16 Years (1998),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Hampden - 17 Years (1998),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Hampden - 18 Years (1998),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Hampden - 24 Years (1992),Kill Devil Rum,Ecosse,70.0,62.0,Vieux
Jamaica Hampden - 35 Years (1983),Kill Devil Rum,Ecosse,70.0,58.1,Vieux
Jamaica Long Pond - 15 Years (2000),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Monymusk - 9 Years (2007),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Monymusk - 12 Years (2003),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Jamaica Worthy Park - 10 Years (2006),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Nicaragua - 17 Years (1999),Kill Devil Rum,Ecosse,70.0,59.5,Vieux
Nicaragua - 18 Years (1999),Kill Devil Rum,Ecosse,70.0,60.2,Vieux
Panama - 10 Years (2004),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Panama - 11 Years (2006),Kill Devil Rum,Ecosse,70.0,61.5,Vieux
"Trinidad Distillers 2000 """"Millenium Reserve"""" 6 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Westerhall 1998 """"XO"""" 9 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
"Westerhall 1998 """"XO"""" 14 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,70.0,45.0,Vieux
Austrian Empire Navy Rum - Reserva 1863,Albert Michler,Angleterre,70.0,40.0,Vieux
Austrian Empire Navy Rum - Solera 18,Albert Michler,Angleterre,70.0,40.0,Vieux
Austrian Empire Navy Rum - Solera 21,Albert Michler,Angleterre,70.0,40.0,Vieux
Austrian Empire Navy Rum - Solera 25,Albert Michler,Angleterre,70.0,40.0,Vieux
Mischlers Rum - 100% Fine Jamaican (Dark Rum),Albert Michler,Angleterre,70.0,40.0,Vieux
Trinidad - 9 Years (2009) - Fernandes,Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Trinidad - 13 Years (2003),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Trinidad - 13 Years (2003) - Fullproof,Kill Devil Rum,Ecosse,70.0,63.1,Vieux
Trinidad - 23 Years (1991) - TDL,Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Trinidad - 24 Years (1991) - TDL,Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Trinidad Caroni - 17 Years (1998),Kill Devil Rum,Ecosse,70.0,63.1,Vieux
"Trinidad Caroni - 18 Years (1998) - 63,2°",Kill Devil Rum,Ecosse,70.0,63.2,Vieux
"Trinidad Caroni - 18 Years (1998) - 65,5° #1",Kill Devil Rum,Ecosse,70.0,65.5,Vieux
"Trinidad Caroni - 18 Years (1998) - 65,5° #2",Kill Devil Rum,Ecosse,70.0,65.5,Vieux
Trinidad Caroni - 20 Years (1998),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Venezuela C.A.C.S.A. - 14 Years (2004),Kill Devil Rum,Ecosse,70.0,46.0,Vieux
Single Cask Demerara Rum (1974),Kingsbury,Ecosse,70.0,65.7,Vieux
C.A.D.C. Venezuela - Cask #7,Kintra Whisky,Pays-Bas,70.0,53.8,Vieux
Caroni 19Y - 1998-2017 - Cask #6,Kintra Whisky,Pays-Bas,70.0,55.1,Vieux
Caroni - 1999-2013,Kintra Whisky,Pays-Bas,70.0,56.0,Vieux
Diamond 13Y,Kintra Whisky,Pays-Bas,70.0,53.1,Vieux
Enmore 27Y - 1990-2017 - Cask #34,Kintra Whisky,Pays-Bas,70.0,53.7,Vieux
Enmore 27Y,Kintra Whisky,Pays-Bas,70.0,55.7,Vieux
Flor De Caña 18Y - 1999-2017 - Cask #48,Kintra Whisky,Pays-Bas,70.0,56.5,Vieux
Foursquare 12Y,Kintra Whisky,Pays-Bas,70.0,56.5,Vieux
Foursquare 12Y - 2006-2018 - Cask #118,Kintra Whisky,Pays-Bas,70.0,63.3,Vieux
Hampden 8Y,Kintra Whisky,Pays-Bas,70.0,56.5,Vieux
Monymusk 11Y,Kintra Whisky,Pays-Bas,70.0,52.5,Vieux
Monymusk 11Y - 2007-2018 - Cask #85,Kintra Whisky,Pays-Bas,70.0,52.2,Vieux
Monymusk 14Y,Kintra Whisky,Pays-Bas,70.0,56.2,Vieux
Mount Gay 18Y - Confidential Cask #1,Kintra Whisky,Pays-Bas,70.0,55.6,Vieux
Port Mourant 12Y,Kintra Whisky,Pays-Bas,70.0,63.3,Vieux
Port Mourant 12Y - 2005-2018 - Cask #96,Kintra Whisky,Pays-Bas,70.0,55.9,Vieux
The Taylor of Panama - 13Y,Kintra Whisky,Pays-Bas,70.0,59.3,Vieux
Travellers 9Y - 2007-2017 - Cask #44,Kintra Whisky,Pays-Bas,70.0,66.4,Vieux
N°1 - 2004 Single Barrel,La Casa Del Rum,Italie,70.0,47.2,Vieux
N°2 - Barbados (Over Proof Rum),La Casa Del Rum,Italie,70.0,65.0,Vieux
"N°3 - Nicaragua, Trinidad, Guatemala ",La Casa Del Rum,Italie,70.0,50.0,Vieux
"N°4 - Jamaica, Barbados, Trinidad",La Casa Del Rum,Italie,70.0,40.0,Vieux
"St Quentin - Martinique, Jamaica, Barbados, Trinidad",La Casa Del Rum,Italie,70.0,40.0,Vieux
St Quentin Unaged (Martinique - La Favorite),La Casa Del Rum,Italie,70.0,42.0,Vieux
Batch #2 - Guatemala (Botran),La Maison Du Rhum,France,70.0,55.0,Vieux
Batch #2 - Ile Maurice (Chamarel),La Maison Du Rhum,France,70.0,43.0,Vieux
Batch #2 - Madagascar (Dzama),La Maison Du Rhum,France,70.0,42.0,Vieux
Batch #2 - Perou (Millonario),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #2 - Reunion (Riviere du Mât),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #2 - Sainte Lucie (St Lucia Distillers),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #2 - Trinidad & Tobago (Angostura),La Maison Du Rhum,France,70.0,44.0,Vieux
Batch #2 - Venezuela (Diplomatico),La Maison Du Rhum,France,70.0,47.0,Vieux
Batch #3 - Colombie (Hacienda Coloma),La Maison Du Rhum,France,70.0,46.0,Vieux
Batch #3 - El Salvador (Finish Fino),La Maison Du Rhum,France,70.0,40.0,Vieux
Batch #3 - El Salvador (Finish Château Pape Clement),La Maison Du Rhum,France,70.0,40.0,Vieux
Batch #3 - Ile Maurice (Chamarel),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #3 - Martinique (Maison La Mauny),La Maison Du Rhum,France,70.0,42.0,Vieux
Batch #3 - Panama,La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #3 - Paraguay,La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #3 - Perou (Millonario),La Maison Du Rhum,France,70.0,48.0,Vieux
Batch #3 - Reunion (Riviere du Mât),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #3 - Sainte Lucie (St Lucia Distillers),La Maison Du Rhum,France,70.0,45.0,Vieux
Batch #3 - Trinidad & Tobago (Angostura),La Maison Du Rhum,France,70.0,50.0,Vieux
Batch #3 - Venezuela (Diplomatico),La Maison Du Rhum,France,70.0,42.0,Vieux
Rhum Grand Arôme de la Baie du Galion,Latitudes,France,70.0,60.0,Vieux
"Demerara 2002 - Guyana (Full Proof) - 66,9°",Le Gust,France,70.0,66.9,Vieux
"Demerara 2002 - Guyana (Optimum Proof) - 60,4°",Le Gust,France,70.0,60.4,Vieux
Demerara 2002 - Guyana (Optimum Proof) - Cask #144 (Caroni),Le Gust,France,70.0,61.6,Vieux
Demerara 2002 - Guyana (Version Reduite 46°) - Cask #144 (Caroni),Le Gust,France,70.0,46.0,Vieux
"Demerara 2002 - Guyana (Full  Proof) - """"Marrons de la Liberte"""" - Cask #147",Le Gust,France,70.0,65.7,Vieux
"Demerara 2002 - Guyana (Optimum Proof) - """"Marrons de la Liberte"""" - Cask #147",Le Gust,France,70.0,58.8,Vieux
Uitvlugt 2007 - Demerara (Full Proof) - Cask #7242,Le Gust,France,70.0,74.1,Vieux
Uitvlugt 2007 - Demerara (High Proof) - Cask #7242,Le Gust,France,70.0,50.0,Vieux
Demerara 151 (Diamond),Lemon Hart & Son,Angleterre,70.0,75.5,Vieux
Demerara Original,Lemon Hart & Son,Angleterre,70.0,40.0,Vieux
Demerara Navy Spiced,Lemon Hart & Son,Angleterre,70.0,43.0,Spiced
Golden Jamaica,Lemon Hart & Son,Angleterre,70.0,35.0,Ambre
Jamaica,Lemon Hart & Son,Angleterre,70.0,73.0,Vieux
Jamaican Rum 30 Years Old (Bouteille Triangulaire),Lemon Hart & Son,Angleterre,70.0,43.0,Vieux
Superior,Lemon Hart & Son,Angleterre,70.0,37.5,Vieux
Barbados Foursquare 11 Years (Tawny Finish),Les Freres de La Côte,Pays-Bas,70.0,63.3,Vieux
Barbados Foursquare 11 Years (Tawny Finish 2005),Les Freres de La Côte,Pays-Bas,70.0,62.4,Vieux
Bielle Brut de Fût 2011 (7 ans),Les Freres de La Côte,Pays-Bas,70.0,53.9,Vieux
Fût Unique,Le Sot de lAnge,France,70.0,44.5,Vieux
Fût Unique n°2 (Cask #4),Le Sot de lAnge,France,70.0,47.0,Vieux
Rhum Agricole de Marie-Galante (Bielle) - Cask #1,Le Sot de lAnge,France,70.0,40.0,Vieux
Caroni 1997,Liquid Art,Belgique,70.0,50.5,Vieux
Diamond 2003,Liquid Art,Belgique,70.0,51.1,Vieux
Barbancourt 13 Years Old 2004-2017,Liquid Treasures,Allemagne,70.0,54.6,Vieux
Beenleigh Australian Rum,Liquoriste,France,70.0,46.0,Vieux
Exotics Blended Rum,Liquoriste,France,70.0,43.0,Vieux
Foursquare Blend,Liquoriste,France,70.0,46.0,Vieux
Hampden Jamaican Rum (PX),Liquoriste,France,70.0,65.0,Vieux
Martinique Agricole Rum,Liquoriste,France,70.0,55.0,Vieux
Single Estate Fiji Rum,Liquoriste,France,70.0,45.0,Vieux
Single Estate Guatemala Ron,Liquoriste,France,70.0,46.0,Vieux
Single Estate Jamaica Rum (Amontillado),Liquoriste,France,70.0,65.0,Vieux
Single Estate Jamaica Rum (Bourbon Cask),Liquoriste,France,70.0,65.0,Vieux
Single Estate Jamaica Rum (Brandy),Liquoriste,France,70.0,65.0,Vieux
Colonial American Inspired Rum,Lost Spirits,United States,70.0,62.0,Vieux
Cuban Inspired Rum,Lost Spirits,United States,70.0,75.5,Vieux
Navy Style Rum (55°),Lost Spirits,United States,70.0,55.0,Vieux
Navy Style Rum (57°),Lost Spirits,United States,70.0,57.0,Vieux
Navy Style Rum (61°),Lost Spirits,United States,70.0,61.0,Vieux
Navy Style Rum (68°),Lost Spirits,United States,70.0,68.0,Vieux
Polynesian Inspired Rum,Lost Spirits,United States,70.0,66.0,Vieux
Jamaica 1992 (15th Anniversary 1996-2011) - Long Pond (45°),Mac Y,Danemark,70.0,45.0,Vieux
Belize Don Tito Millesime 2006,Maison Chollet,France,70.0,45.6,Vieux
Panama Don Tito Millesime 2006,Maison Chollet,France,70.0,43.8,Vieux
Blended Rum - Barbados 8Y - Dominicain Republic 5Y - Jamaïca 3Y,Maman Brigitte,Belgique,70.0,43.0,Vieux
Mischlers Rum - Jamaica & Trinidad,Albert Michler,Angleterre,70.0,40.0,Vieux
Mischlers Rum - Overproof,Albert Michler,Angleterre,70.0,63.0,Vieux
Alnwick Rum - Spirit of Northumberland,Alnwick,Angleterre,70.0,43.0,Vieux
Fine Old Vatted Rum - Empire Produce,Alnwick,Angleterre,70.0,35.0,Vieux
Golden Spiced Rum,Alnwick,Angleterre,70.0,40.0,Spiced
The Legendary Alnwick Rum,Alnwick,Angleterre,70.0,43.0,Vieux
White Knight Rum,Alnwick,Angleterre,70.0,37.5,Vieux
Barbados Foursquare - 13 Years,Anam Na H-Alba,Allemagne,70.0,63.9,Vieux
Guyana - Ten Years,Anam Na H-Alba,Allemagne,70.0,66.6,Vieux
10 Year Old Navy Rum (Diamond),Ancient Mariner,Angleterre,70.0,54.0,Vieux
Fijian 9 Ans,Berry Bros & Rudd,Angleterre,70.0,46.0,Vieux
16 Year Old Navy Rum (Caroni),Ancient Mariner,Angleterre,70.0,54.0,Vieux
Navy Rum (Caroni),Ancient Mariner,Angleterre,70.0,54.0,Vieux
N°1 - Panama,Arnisser,Allemagne,70.0,54.2,Vieux
N°2 - Guatemala,Arnisser,Allemagne,70.0,59.8,Vieux
N°3 - Belize,Arnisser,Allemagne,70.0,69.1,Vieux
N°4 - Barbados,Arnisser,Allemagne,70.0,66.1,Vieux
N°5 - Guyana,Arnisser,Allemagne,70.0,65.5,Vieux
N°6 - Trinidad,Arnisser,Allemagne,70.0,75.5,Vieux
N°7 - Jamaica,Arnisser,Allemagne,70.0,46.0,Vieux
Alcoholes Finos Dominicanos 8 Ans,Bapt & Clems,France,70.0,45.0,Vieux
Foursquare 5 Ans,Bapt & Clems,France,70.0,43.0,Vieux
Oliver & Oliver 18 Ans Solera,Bapt & Clems,France,70.0,43.0,Vieux
Oxenham 4 Ans,Bapt & Clems,France,70.0,45.0,Vieux
Reimonenq Millesime 1999,Bapt & Clems,France,70.0,41.0,Vieux
Reimonenq Millesime 2009,Bapt & Clems,France,70.0,46.0,Vieux
Savanna 12 Ans,Bapt & Clems,France,70.0,45.0,Vieux
Travellers 4 Ans,Bapt & Clems,France,70.0,47.0,Vieux
Barbade 2011-2019 (Foursquare),Barikenn,France,70.0,54.4,Vieux
