name,company,country,price,ratings,score,type,rum_url,img_url,br_score
Chic Choc Chic Choc Noire,Chic Choc,Canada,0,1,6,Spiced,/brands/11418-chic-choc-chic-choc-noire,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.875512546
Chic Choc Spiced,Chic Choc,Canada,0,46,6.8,Spiced,/brands/1504-chic-choc-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1504/small_chic_choc_spiced_rum_orginal_400px.png,6.402768724
Chic Choc Spicer Black,Chic Choc,Canada,0,0,0,Spiced,/brands/11419-chic-choc-spicer-black,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295
Chick Charney Gold,Chick Charney,Bahamas,0,0,0,Gold,/brands/193-chick-charney-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/193/small_Chick_Charney_Gold_rum.png,4.77536295
Chick Charney Light,Chick Charney,Bahamas,0,0,0,Light,/brands/194-chick-charney-light,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/194/small_Chick_Charney_Light_rum.png,4.77536295
Chila Orchata Cinnamon Cream,Chila,Puerto Rico,0,8,6.6,Flavored,/brands/1905-chila-orchata-cinnamon-cream,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1905/small_Chila_Orchata_Cinnamon_Cream_rum_400px.png,5.534518209
Chimborazo 7-Year,Unknown,Barbados,0,2,5.5,Gold,/brands/8456-chimborazo-7-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8456/small_chimborazo-7-year.png,4.884923396
Chrystal White,Chrystal,Saint Lucia,0,1,6,Light,/brands/195-chrystal-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/195/small_Chrystal_White_rum.png,4.875512546
Churchill's Barrel,Unknown,Belgium,0,2,8,Flavored,/brands/6482-churchill-s-barrel,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6482/small_churchill-s-barrel.png,5.262907262
Ciguena Carta 1975 Very Old Superio,Unknown,Barbados,0,3,7.3,Light,/brands/8367-ciguena-carta-1975-very-old-superio,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8367/small_cogiema-carta-1975-very-old-superio.png,5.30768441
Cihuatan Nahual Legacy Blend Limited Edition,Cihuatan,El Salvador,0,16,8.5,Aged,/brands/6520-cihuatan-nahual-legacy-blend-limited-edition,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6520/small_cihuatan-nahual-legacy-blend-limited-edition.png,6.964066582
Cihuatan NiktÃ© Limited Edition,Cihuatan,El Salvador,0,8,8.1,Aged,/brands/8910-cihuatan-nikte-limited-edition,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8910/small_cihuatan-nikte-limited-edition.png,6.158605553
Cihuatan Obsidiana,Cihuatan,El Salvador,0,4,9.3,Aged,/brands/9093-cihuatan-obsidiana,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/9093/small_cihuatan-obsidiana-11-year.png,5.963861487
Cihuatan Reserva Especial 8-Year,Cihuatan,El Salvador,0,47,7.3,Aged,/brands/3926-cihuatan-reserva-especial-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3926/small_cihuatan-reserva-especial-8-year.png,6.813176077
Cihuatan Reserva Especial 12-Year,Cihuatan,El Salvador,0,32,7.7,Aged,/brands/3925-cihuatan-reserva-especial-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3925/small_cihuatan-reserva-especial-12-year.png,6.94035363
Cimborazo 12-Year,Cimborazo,Ecuador,0,3,6.3,Aged,/brands/5081-cimborazo-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5081/small_Cimborazo_12-Year_rum_400px.png,5.096833721
Cimborazo 7-Year,Cimborazo,Ecuador,0,1,5,Aged,/brands/5082-cimborazo-7-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5082/small_Cimborazo_7-Year_rum_400px.png,4.793733544
Cinco Estrellas Blanco,Unknown,"Venezuela, Bolivarian Republic of",0,0,0,Light,/brands/8434-cinco-estrellas-blanco,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8434/small_cinco-estrellas-blanco.png,4.77536295
Cinco Estrellas Dorado,Unknown,"Venezuela, Bolivarian Republic of",0,1,2,Aged,/brands/6966-cinco-estrellas-dorado,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6966/small_cinco-estrellas-dorado.png,4.548396538
Citizen XXX,Citizen,India,0,0,0,Gold,/brands/196-citizen-xxx,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/196/small_Citizen_XXX_rum.png,4.77536295
Citrus Distillers Rum Java,Unknown,United States,0,1,8,Flavored,/brands/5814-citrus-distillers-rum-java,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.03907055
C.J. Wray Dry,C.J. Wray,Jamaica,0,0,0,Light,/brands/2295-c-j-wray-dry,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2295/small_C.J._Wray_Dry_rum_400px.png,4.77536295
Clairin 2016 Casimir,Velier,Haiti,0,3,8.3,Agricole,/brands/6522-clairin-2016-casimir,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6522/small_clairin-casimir-2016-rhum.png,5.518535098
Clairin 2017 Casimir Aged 22 Months 2-Year,Velier,Haiti,0,0,0,Aged,/brands/11161-clairin-2017-casimir-aged-22-months-2-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295
Clairin Casimir Ansyen 27 Mois WHKCA6,Velier,Haiti,0,1,10,Agricole,/brands/7092-clairin-casimir-ansyen-27-mois-whkca6,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7092/small_clairin-casimir-ansyen-27-mois-single-cask-whkca6-rhum.png,5.202628554
Clairin 2015 Casimir Batch 1,Velier,Haiti,0,7,8,Gold,/brands/3839-clairin-2015-casimir-batch-1,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3839/small_Clairin_Casimir_Batch_1_rum_400px.png,6.013697544
Clairin 2015 Casimir Batch 2,Velier,Haiti,0,10,6.9,Gold,/brands/3840-clairin-2015-casimir-batch-2,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3840/small_Clairin_Casimir_Batch_2_rum_400px.png,5.776224671
Clairin Communal,Velier,Haiti,0,4,7.5,Agricole,/brands/7093-clairin-communal,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7093/small_clairin-communal-rhum.png,5.491050664
Clairin Le Rocher,Velier,Haiti,0,8,8.3,Agricole,/brands/7141-clairin-le-rocher,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7141/small_clairin-le-rocher-rhum.png,6.241817198
Clairin Sajous,Velier,Haiti,0,23,7.7,Agricole,/brands/5791-clairin-sajous,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5791/small_habitation-velier-sajous-2015-rhum.png,6.740610678
Clairin Vaval,Velier,Haiti,0,15,6.4,Light,/brands/5811-clairin-vaval,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5811/small_clairin-vaval.png,5.704502932
Clairin 2017 World Championship,Velier,Haiti,0,1,10,Agricole,/brands/7227-clairin-2017-world-championship,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7227/small_clairin-world-championship-2017-rhum.png,5.202628554
Clarkes Court # 37,Clarkes Court,Grenada,0,1,8,Aged,/brands/197-clarkes-court-37,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/197/small_Clarkes_Court___37_rum.png,5.03907055
Clarkes Court Black Jack,Clarkes Court,Grenada,0,0,0,Aged,/brands/198-clarkes-court-black-jack,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/198/small_Clarkes_court_black_jack_rum.png,4.77536295
Clarkes Court Camerhogne Liqueur,Clarkes Court,Grenada,0,2,3,Flavored,/brands/199-clarkes-court-camerhogne-liqueur,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/199/small_Clarkes_Court_Camerhogne_Liqueur_rum_400px.png,4.506939529
Clarkes Court Fancy Molasses,Clarkes Court,Grenada,0,0,0,Flavored,/brands/200-clarkes-court-fancy-molasses,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/200/small_Clarkes_Court_Fancy_Molasses_rum.png,4.77536295
Clarkes Court Lemon,Clarkes Court,Grenada,0,3,3.7,Flavored,/brands/201-clarkes-court-lemon,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/201/small_Clarkes_Court_Lemon_rum_400px.png,4.548621932
Clarkes Court Old Grog,Clarkes Court,Grenada,0,16,6.6,Aged,/brands/202-clarkes-court-old-grog,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/202/small_Clarkes-Court_Old-Grog_rum_400px.png,5.84757205
Clarkes Court Pure White,Clarkes Court,Grenada,0,5,5.6,Light,/brands/203-clarkes-court-pure-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/203/small_Clarkes_Court_Pure_White_rum.png,5.029440192
Clarkes Court Rum Punch,Clarkes Court,Grenada,0,3,3.7,Flavored,/brands/204-clarkes-court-rum-punch,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/204/small_Clarkes_Court_Rum_Punch_rum.png,4.548621932
Clarkes Court Sorrel,Clarkes Court,Grenada,0,0,0,Flavored,/brands/205-clarkes-court-sorrel,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/205/small_Clarkes_Court_Sorrel_rum_400px.png,4.77536295
Clarkes Court Special Dark,Clarkes Court,Grenada,0,8,5.3,Spiced,/brands/206-clarkes-court-special-dark,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/206/small_Clarkes_Court_Special_Dark_rum.png,4.993642512
Clarkes Court Spicy,Clarkes Court,Grenada,0,2,7,Spiced,/brands/207-clarkes-court-spicy,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/207/small_Clarkes_Court_Spicy_rum.png,5.111713716
Clarkes Court Spicy 138 Proof,Clarkes Court,Grenada,0,1,3,Overproof,/brands/5891-clarkes-court-spicy-138-proof,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clarkes Court Superior Light,Clarkes Court,Grenada,0,2,4,Light,/brands/208-clarkes-court-superior-light,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/208/small_Clarkes_Court_Superior_Light_rum_400px.png,4.658133076
Clarkes Court White Ball,Clarkes Court,Grenada,0,0,0,Light,/brands/209-clarkes-court-white-ball,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/209/small_Clarkes_Court_White_Ball_rum.png,4.77536295
Classic Club Gold,Unknown,United States,0,1,2,Gold,/brands/7999-classic-club-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7999/small_classic-club-gold.png,4.548396538
Classic Club Silver,Unknown,United States,0,1,2,Light,/brands/7997-classic-club-silver,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7997/small_classic-club-silver.png,4.548396538
Classic Club Spiced,Unknown,United States,0,1,1,Spiced,/brands/7998-classic-club-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7998/small_classic-club-spiced.png,4.466617536
Clement 125th Anniversary,Clement,Martinique,0,9,6.6,Aged,/brands/3534-clement-125th-anniversary,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3534/small_Clement_125th_Anniversary_rum_400px.png,5.587191617
Clement AmbrÃ¨,Clement,Martinique,0,7,6.1,Agricole,/brands/6623-clement-ambre,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6623/small_clement-ambre-rhum.png,5.284053962
Clement American cask,Clement,Martinique,0,4,6.3,Aged,/brands/3717-clement-american-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3717/small_clement-american-cask.png,5.175843449
Clement Blanc,Clement,Martinique,0,38,6.3,Light,/brands/210-clement-blanc,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/210/small_Cl_ment_Blanc_rum.png,5.952256513
Clement Blanc 50,Clement,Martinique,0,1,3,Light,/brands/6876-clement-blanc-50,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement Blanc 55,Clement,Martinique,0,1,3,Light,/brands/6875-clement-blanc-55,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement 2012 Bourbon Cask Collection 4-Year,Clement,Martinique,0,1,8,Agricole,/brands/6233-clement-2012-bourbon-cask-collection-4-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6233/small_clement-2012-bourbon-cask-collection-4-year-rhum.png,5.03907055
Clement 2007 Brut de FÃ»t,Clement,Martinique,0,1,5,Aged,/brands/6864-clement-2007-brut-de-fut,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.793733544
Clement By Night,Clement,Martinique,0,1,7,Agricole,/brands/5430-clement-by-night,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548
Clement 2017 Canne Bleue,Clement,Martinique,0,2,5.5,Agricole,/brands/6845-clement-2017-canne-bleue,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6845/small_clement-2017-canne-bleue.png,4.884923396
Clement 2013 Canne Bleue,Clement,Martinique,0,1,6,Light,/brands/4328-clement-2013-canne-bleue,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4328/small_clement-2013-canne-bleue.png,4.875512546
Clement 2013 Canne Bleue,Clement,Martinique,0,1,6,Light,/brands/4328-clement-2013-canne-bleue,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4328/small_clement-2013-canne-bleue.png,4.875512546
Clement 2015 Canne Bleue,Clement,Martinique,0,6,5.8,Agricole,/brands/4226-clement-2015-canne-bleue,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4226/small_clement-canne-bleue-2015-rhum.png,5.132211948
Clement 2016 Canne Bleue,Clement,Martinique,0,1,3,Agricole,/brands/6846-clement-2016-canne-bleue,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement 2018 Canne Bleue,Clement,Martinique,0,3,5.7,Agricole,/brands/6908-clement-2018-canne-bleue,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6908/small_clement-2018-canne-bleue.png,4.970323308
Clement 2014 Canne Bleue,Clement,Martinique,0,1,3,Agricole,/brands/6847-clement-2014-canne-bleue,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement Carafe Cuvee Speciale XO,Clement,Martinique,0,4,7,Aged,/brands/6132-clement-carafe-cuvee-speciale-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6132/small_clement-carafe-cuvee-speciale-xo.png,5.359714324
Clement Cask Collection,Clement,Martinique,0,1,8,Agricole,/brands/7043-clement-cask-collection,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7043/small_clement-cask-collection.png,5.03907055
Clement Charles,Clement,Martinique,0,2,8,Aged,/brands/223-clement-charles,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/223/small_Cl_ment_Vieux_Cuv_e_Charles_rum.png,5.262907262
Clement Coconut Liqueur,Clement,Martinique,0,12,6.6,Flavored,/brands/3535-clement-coconut-liqueur,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3535/small_Clement_Coconut_Liqueur_rum_400px.png,5.717999907
Clement Colone CrÃ©ole,Clement,Martinique,0,1,8,Aged,/brands/6181-clement-colone-creole,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6181/small_clement-colone-creole.png,5.03907055
Clement Colonne Creole,Clement,Martinique,0,4,7,Light,/brands/2296-clement-colonne-creole,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2296/small_Clement_Colonne-Creole_rum_400px.png,5.359714324
Clement Colonne CrÃ©ole,Clement,Martinique,0,2,6.5,Aged,/brands/6788-clement-colonne-creole,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6788/small_clement-colonne-creole.png,5.036116942
Clement Creme Amande Amaretto,Clement,Martinique,0,1,3,Flavored,/brands/6895-clement-creme-amande-amaretto,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement Creme Authentique,Clement,Martinique,0,1,4,Flavored,/brands/6897-clement-creme-authentique,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6897/small_clement-creme-authentique.png,4.711954542
Clement Creole Shrubb,Clement,Martinique,0,41,7.3,Flavored,/brands/212-clement-creole-shrubb,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/212/small_Cl_ment_Creole_Shrubb_rum.png,6.757249387
Clement Cuvee de l'Habitation,Clement,Martinique,0,1,6,Aged,/brands/6787-clement-cuvee-de-l-habitation,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.875512546
Clement Cuvee Homere,Clement,Martinique,0,38,7.1,Agricole,/brands/213-clement-cuvee-homere,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/213/small_Clement_Cuvee_Homere_rum.png,6.569790273
Clement d'Or,Clement,Martinique,0,0,0,Agricole,/brands/214-clement-d-or,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/214/small_Clement_d_Or_Rhum_Agricole_rum_400px.png,4.77536295
Clement Doucelette Coco,Clement,Martinique,0,1,4,Flavored,/brands/6896-clement-doucelette-coco,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6896/small_clement-doucelette-coco.png,4.711954542
Clement Hors d'Age,Clement,Martinique,0,7,8.1,Aged,/brands/1955-clement-hors-d-age,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1955/small_Clement_Hors_dage_rum.png,6.052099838
Clement Hors d'Ã¢ge,Clement,Martinique,0,0,0,Agricole,/brands/4188-clement-hors-d-age,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295
Clement l'Elixir,Clement,Martinique,0,1,6,Aged,/brands/6785-clement-l-elixir,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6785/small_clement-l-elixir.png,4.875512546
Clement Liqueur Creole,Clement,Martinique,0,5,6.4,Agricole,/brands/1969-clement-liqueur-creole,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1969/small_Clement_Liqueur_Creole_rum_400px.png,5.275926562
Clement Mahina Coco,Clement,Martinique,0,1,7,Flavored,/brands/11056-clement-mahina-coco,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548
Clement Premiere Canne,Clement,Martinique,0,16,7.9,Agricole,/brands/215-clement-premiere-canne,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/215/small_Cl_ment_Premire_Canne_rum.png,6.611489361
Clement Punch Acerola Cerise Pays,Clement,Martinique,0,1,2,Flavored,/brands/6905-clement-punch-acerola-cerise-pays,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538
Clement Punch Ananas,Clement,Martinique,0,1,2,Flavored,/brands/6911-clement-punch-ananas,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538
Clement Punch CacahuÃ¨te,Clement,Martinique,0,1,3,Flavored,/brands/6909-clement-punch-cacahuete,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement Punch CafÃ©,Clement,Martinique,0,1,2,Flavored,/brands/6906-clement-punch-cafe,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538
Clement Punch Coco,Clement,Martinique,0,2,6,Flavored,/brands/4178-clement-punch-coco,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4178/small_clement-punch-coco.png,4.960520169
Clement Punch Mangue Passion,Clement,Martinique,0,1,3,Flavored,/brands/6903-clement-punch-mangue-passion,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement Punch Melon,Clement,Martinique,0,1,2,Flavored,/brands/6904-clement-punch-melon,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538
Clement Punch Passion,Clement,Martinique,0,1,3,Flavored,/brands/6910-clement-punch-passion,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement Punch Pina Colada,Clement,Martinique,0,3,5.7,Flavored,/brands/4177-clement-punch-pina-colada,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4177/small_clement-punch-pina-colada.png,4.970323308
Clement Punch Planteur,Clement,Martinique,0,1,3,Flavored,/brands/6902-clement-punch-planteur,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.63017554
Clement Rare Cask Collection,Clement,Martinique,0,1,8,Aged,/brands/6281-clement-rare-cask-collection,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.03907055
Clement 2000 Rare Cask Collection 16-Year,Clement,Martinique,0,0,0,Aged,/brands/8687-clement-2000-rare-cask-collection-16-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295
Clement 2002 Rare Cask Collection 15-Year,Clement,Martinique,0,1,8,Aged,/brands/8686-clement-2002-rare-cask-collection-15-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.03907055
Clement Rare Cask Collection Angelique,Clement,Martinique,0,1,5,Agricole,/brands/8037-clement-rare-cask-collection-angelique,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8037/small_clement-rare-cask-collection-angelique.png,4.793733544
Clement 1966 Rhum Clement Tournaire,Clement,Martinique,0,0,0,Aged,/brands/6641-clement-1966-rhum-clement-tournaire,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295
Clement 2015 Secrets de FÃ»ts Intense 4-Year,Clement,Martinique,0,2,7,Aged,/brands/11304-clement-2015-secrets-de-futs-intense-4-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.111713716
Clement Select Barrel,Clement,Martinique,0,49,6.3,Aged,/brands/1232-clement-select-barrel,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1232/small_Clement_Select_Barrel_rum.png,6.015768059
Clement Single Cask,Clement,Martinique,0,29,7.7,Aged,/brands/1238-clement-single-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1238/small_Cl_ment_Single_Cask_rum.png,6.88370317
Clement Single Cask Blue Moka,Clement,Martinique,0,6,7.3,Gold,/brands/3624-clement-single-cask-blue-moka,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3624/small_Clement_Single_Cask_Blue_Moka__rum_400px.png,5.654614975
Clement Single Cask Green,Clement,Martinique,0,18,7.2,Aged,/brands/2082-clement-single-cask-green,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2082/small_Clement_Single_Cask_Green_rum_400px.png,6.268566409
Clement Single Cask Moka Intense,Clement,Martinique,0,0,0,Aged,/brands/8673-clement-single-cask-moka-intense,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295
Clement Terre CaraÃ¯be,Clement,Martinique,0,4,6,Aged,/brands/1142-clement-terre-caraibe,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1142/small_Cl_ment_Terre_Cara_be_rum.png,5.097041645
Clement Tres Vieux Cask Strength,Clement,Martinique,0,1,9,Agricole,/brands/6111-clement-tres-vieux-cask-strength,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6111/small_clement-tres-vieux-cask-strength.png,5.120849552
Clement Vieux 3-Year,Clement,Martinique,0,45,5.7,Agricole,/brands/221-clement-vieux-3-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/221/small_Clement_Vieux_rhum.png,5.515360988
Clement VO,Clement,Martinique,0,16,5.2,Agricole,/brands/4249-clement-vo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4249/small_clement-vieux-vo-rhum.png,5.024891868
Clement Volcan,Clement,Martinique,0,0,0,Light,/brands/224-clement-volcan,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/224/small_Cl_ment_Volcan_rum.png,4.77536295
Clement VSOP,Clement,Martinique,0,137,6.4,Agricole,/brands/225-clement-vsop,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/225/small_Cl_ment_VSOP_rum.png,6.276935925
Clement XO,Clement,Martinique,0,50,7.9,Agricole,/brands/226-clement-xo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/226/small_Cl_ment_XO_rum.png,7.327000337
