nom,producteur,origine,volume,degre
Dominidad 15 Ans - Cask #SB3 - 2000,Compagnie Des Indes,France,700.0,43.0
El Salvador 9 Ans -  Cask #A46 - 2007,Compagnie Des Indes,France,700.0,43.0
El Salvador 9 Ans -  Cask #A64 - 2007,Compagnie Des Indes,France,700.0,43.0
Fiji 10 Ans - Cask #SF12 - 2004 (South Pacific),Compagnie Des Indes,France,700.0,44.0
Fiji 10 Ans - Cask #SF13 - 2004 (South Pacific),Compagnie Des Indes,France,700.0,44.0
Fiji 10 Ans - Cask #SF24 - 2004 (South Pacific),Compagnie Des Indes,France,700.0,44.0
Fiji 10 Ans - Cask #SF32 - 2004 (South Pacific),Compagnie Des Indes,France,700.0,44.0
Fiji 11 Ans - Cask #SF15 - 2004 (South Pacific),Compagnie Des Indes,France,700.0,66.8
Fiji 12 Ans (South Pacific),Compagnie Des Indes,France,700.0,
Fiji 13 Ans - Cask #FSP7 - 2004 (South Pacific),Compagnie Des Indes,France,700.0,44.0
Fiji 13 Ans - Cask #FSP32 - 2004 (South Pacific),Compagnie Des Indes,France,700.0,44.0
Florida 13 Ans - Cask #FWSC1 - 2004,Compagnie Des Indes,France,700.0,45.0
Florida 13 Ans - Cask #FWSC2 - 2004,Compagnie Des Indes,France,700.0,45.0
Spiced,Admiral Vernon's Old J,Angleterre,700.0,35.0
Florida 14 Ans - Cask #FWH21,Compagnie Des Indes,France,700.0,44.0
Florida 14 Ans - Cask #FWH22,Compagnie Des Indes,France,700.0,44.0
Guadeloupe 16 Ans - Cask #GM21 - 1998 (Damoiseau),Compagnie Des Indes,France,700.0,43.0
Guadeloupe 16 Ans - Cask #GM32 - 1998 (Damoiseau),Compagnie Des Indes,France,700.0,43.0
Guadeloupe 16 Ans - Cask #CG1704 - 1998 (Damoiseau),Compagnie Des Indes,France,700.0,43.0
Guadeloupe 16 Ans - Cask #CG91 - 1998 (Damoiseau),Compagnie Des Indes,France,700.0,43.0
Guadeloupe 17 Ans - Cask #CG14 - 1998 (Damoiseau),Compagnie Des Indes,France,700.0,43.0
Guadeloupe 20 Ans - Cask #PLG79 - 1998 (Père Labat),Compagnie Des Indes,France,700.0,43.1
Guatemala 5 Ans (Darsa),Compagnie Des Indes,France,700.0,
Guatemala 9 Ans - Cask #GDS13 - 2007 (Darsa),Compagnie Des Indes,France,700.0,43.0
Guatemala 9 Ans - Cask #GDS17 - 2007 (Darsa),Compagnie Des Indes,France,700.0,43.0
Guyana 8 Ans - Cask #GPW50 - 2010 (Diamond),Compagnie Des Indes,France,700.0,43.0
Guyana 8 Ans - Cask #GPW51 - 2010 (Diamond),Compagnie Des Indes,France,700.0,43.0
Guyana 8 Ans - Cask #GPW52 - 2010 (Diamond),Compagnie Des Indes,France,700.0,43.0
Guyana 10 Ans - Cask #MPM18 - 2005 (Diamond),Compagnie Des Indes,France,700.0,57.5
Guyana 10 Ans - Cask #MPM75 - 2005 (Diamond) - Cask Strength,Compagnie Des Indes,France,700.0,58.0
Guyana 10 Ans - Cask #GPMVB21 - 2008,Compagnie Des Indes,France,700.0,43.0
Guyana 12 Ans - Cask #MSG16 - 2003 (Diamond),Compagnie Des Indes,France,700.0,45.0
Guyana 12 Ans - Cask #MSG17 - 2003 (Diamond),Compagnie Des Indes,France,700.0,45.0
Guyana 13 Ans - Cask #MPM63 - 2002 (Diamond),Compagnie Des Indes,France,700.0,43.0
Guyana 13 Ans - Cask #WPM35 - 2002 (Diamond),Compagnie Des Indes,France,700.0,58.0
Guyana 13 Ans - Cask #WPM36 - 2002 (Diamond),Compagnie Des Indes,France,700.0,59.0
Guyana 14 Ans - Cask #GDD40 - 2003 (Diamond),Compagnie Des Indes,France,700.0,43.0
Guyana 14 Ans - Cask #GDD45 - 2003 (Diamond),Compagnie Des Indes,France,700.0,43.0
Guyana 14 Ans - Cask #GDD46 - 2003 (Diamond),Compagnie Des Indes,France,700.0,43.0
Guyana 21 Ans - Cask #GU4 - 1993 (Uitvlugt) - Cask Strength,Compagnie Des Indes,France,700.0,56.0
Guyana 24 Ans - Cask #MEV04 - 1990 (Enmore) - Cask Strength,Compagnie Des Indes,France,700.0,58.1
Guyana 27 Ans - Cask #MEC7 - 1988 (Enmore),Compagnie Des Indes,France,700.0,52.7
Guyana 29 Ans - Cask #GEN2 - 1988 (Enmore) - Cask Strength,Compagnie Des Indes,France,700.0,48.0
Haiti 11 Ans - Cask #BMH18 - 2004 (Barbancourt),Compagnie Des Indes,France,700.0,43.0
Haiti 11 Ans - Cask #BMH32 - 2004 (Barbancourt) - Cask Strength,Compagnie Des Indes,France,700.0,59.4
Indonesia 10 Ans - Cask #SB1 - 2004,Compagnie Des Indes,France,700.0,43.0
Indonesia 10 Ans - Cask #SB2 - 2004,Compagnie Des Indes,France,700.0,43.0
Indonesia 10 Ans - Cask #SB8 - 2004,Compagnie Des Indes,France,700.0,43.0
Indonesia 10 Ans - Cask #SB22 - 2004,Compagnie Des Indes,France,700.0,43.0
Jamaica 5 Ans - Navy Strength,Compagnie Des Indes,France,700.0,57.0
Jamaica 7 Ans - Cask #WP4 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,43.0
Jamaica 7 Ans - Cask #WP8 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,43.0
Jamaica 7 Ans - Cask #WP27 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,53.0
Jamaica 7 Ans - Cask #WP31 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,43.0
Jamaica 7 Ans - Cask #WP42 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,53.0
Jamaica 7 Ans - Cask #WP52 - 2007 (Worthy Park) - Cask Stength,Compagnie Des Indes,France,700.0,53.0
Jamaica 8 Ans - Cask #SWP4 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,45.0
Jamaica 8 Ans - Cask #WP22 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,54.9
Jamaica 8 Ans - Cask #WP29 - 2007 (Worthy Park),Compagnie Des Indes,France,700.0,55.0
Jamaica 9 Ans - Cask #JHJ2 - 2009 (Hampden),Compagnie Des Indes,France,700.0,44.0
Jamaica 9 Ans - Cask #JHJ15 - 2009 (Hampden) - High Proof,Compagnie Des Indes,France,700.0,55.0
Jamaica 9 Ans - Cask #JHJ20 - 2009 (Hampden),Compagnie Des Indes,France,700.0,44.0
Jamaica 10 Ans - Cask #JBM13 - 2008 - Cask Strength,Compagnie Des Indes,France,700.0,57.9
Jamaica 10 Ans - Cask #JBM47 - 2008,Compagnie Des Indes,France,700.0,44.0
Jamaica 11 Ans - Cask #JCL25 - 2007 (Monymusk),Compagnie Des Indes,France,700.0,55.0
Jamaica 11 Ans - Cask #JCL78 - 2007 (Monymusk),Compagnie Des Indes,France,700.0,43.0
Jamaica 11 Ans - Cask #JCL79 - 2007 (Monymusk),Compagnie Des Indes,France,700.0,43.0
Jamaica 11 Ans - Cask #JCL80 - 2007 (Monymusk),Compagnie Des Indes,France,700.0,43.0
Jamaica 11 Ans - Cask #JWMP31 - 2007 (Bar 1802 Monte Cristo),Compagnie Des Indes,France,700.0,51.4
Jamaica 12 Ans - Cask #JLP2 - 2003 (Long Pond),Compagnie Des Indes,France,700.0,44.0
Jamaica 12 Ans - Cask #JLP3 - 2003 (Long Pond),Compagnie Des Indes,France,700.0,44.0
Jamaica 12 Ans - Cask #JLP6 - 2003 (Long Pond),Compagnie Des Indes,France,700.0,44.0
Jamaica 12 Ans - Cask #JNY17 - 2005 (New Yarmouth),Compagnie Des Indes,France,700.0,55.0
Jamaica 12 Ans - Cask #JNY20 - 2005 (New Yarmouth),Compagnie Des Indes,France,700.0,55.0
Jamaica 13 Ans - Cask #JNY15 - 2005 (New Yarmouth),Compagnie Des Indes,France,700.0,55.0
Jamaica 14 Ans - Cask #HP98 - 2000 (Hampden) - Cask Strength,Compagnie Des Indes,France,700.0,58.0
Jamaica 15 Ans - Cask #JH10 - 2000 (Hampden),Compagnie Des Indes,France,700.0,43.0
Jamaica 15 Ans - Cask #JH46 - 2000 (Hampden),Compagnie Des Indes,France,700.0,43.0
Jamaica 15 Ans - Cask #JH53 - 2000 (Hampden),Compagnie Des Indes,France,700.0,43.0
Jamaica 16 Ans - Cask #JHPF01 - 2000 (Hampden),Compagnie Des Indes,France,700.0,44.0
Jamaica 24 Ans - Cask #JHPE3 - 1992 (Hampden) - Cask Strength,Compagnie Des Indes,France,700.0,59.8
Jamaica 33 Ans (Hampden) - Carafe - Cask Strength,Compagnie Des Indes,France,700.0,54.1
Kaiman,Compagnie Des Indes,France,700.0,46.0
Latino 5 Ans - Finish Vosne-Romanée - Cask #VR1,Compagnie Des Indes,France,700.0,46.0
Martinique 11 Ans - Cask #MAR10 - 2008 (Simon),Compagnie Des Indes,France,700.0,42.0
Martinique 11 Ans - Cask #MAR11 - 2008 (Simon),Compagnie Des Indes,France,700.0,42.0
Martinique 13 Ans - Cask #MA56 - 2002 (Dillon),Compagnie Des Indes,France,700.0,44.0
Martinique 13 Ans - Cask #MA67 - 2002 (Dillon),Compagnie Des Indes,France,700.0,44.0
Nicaragua 11 Ans - Cask #SN18 - 2004,Compagnie Des Indes,France,700.0,69.1
Oktoberum,Compagnie Des Indes,France,700.0,46.0
Panama 9 Ans - Cask #PSC8 - 2008 - Cask Strength,Compagnie Des Indes,France,700.0,60.9
Panama 9 Ans - Cask #PSC77 - 2008,Compagnie Des Indes,France,700.0,43.0
Panama 11 Ans - Cask #MRS255 - 2004 - Cask Strength,Compagnie Des Indes,France,700.0,60.0
Tiki Fire Spiced Rum - 151 Proof (Persian Lime & Smooth Vanilla),Admiral Vernon's Old J,Angleterre,700.0,75.5
Panama 11 Ans - Cask #MRS263 - 2004,Compagnie Des Indes,France,700.0,44.0
Panama 11 Ans - Cask #MRS322 - 2004,Compagnie Des Indes,France,700.0,44.0
Panama 12 Ans - Cask #PMD43 - 2004,Compagnie Des Indes,France,700.0,61.5
Panama 12 Ans - Cask #PMD83 - 2004,Compagnie Des Indes,France,700.0,45.0
St. Lucia 13 Ans - Cask #SLD41 - 2002,Compagnie Des Indes,France,700.0,43.0
St. Lucia 13 Ans - Cask #SLD46 - 2002 - Cask Strength,Compagnie Des Indes,France,700.0,56.3
St. Lucia 13 Ans - Cask #SLD84 - 2002,Compagnie Des Indes,France,700.0,43.0
Tricorne,Compagnie Des Indes,France,700.0,43.0
Trinidad 13 Ans - Cask #TTD35 - 2005 (TDL),Compagnie Des Indes,France,700.0,45.0
Trinidad 15 Ans - Cask #TTM15 - 2003 (TDL),Compagnie Des Indes,France,700.0,44.0
Trinidad 15 Ans - Cask #TTM29 - 2003 (TDL),Compagnie Des Indes,France,700.0,44.0
Trinidad 16 Ans - Cask #TT84 - 2000 (TDL) - Cask Strength,Compagnie Des Indes,France,700.0,63.6
Trinidad 16 Ans - Cask #TT96 - 2000 (TDL),Compagnie Des Indes,France,700.0,63.0
Trinidad 16 Ans - Cask #TLBF15 - 2003 (TDL),Compagnie Des Indes,France,700.0,63.5
Trinidad 16 Ans - Cask #TLBF16 - 2003 (TDL),Compagnie Des Indes,France,700.0,63.5
Trinidad 18 Ans - Cask #SC2 - 1996 (Caroni),Compagnie Des Indes,France,700.0,43.0
Trinidad 18 Ans - Cask #SC3 - 1996 (Caroni),Compagnie Des Indes,France,700.0,43.0
Trinidad 18 Ans - Cask #SCT9 - 1996 (Caroni) - Cask Strength,Compagnie Des Indes,France,700.0,61.0
Trinidad 19 Ans - Cask #SC1 - 1996 (Caroni) - Cask Strength,Compagnie Des Indes,France,700.0,53.2
Trinidad 20 Ans - Cask #TTCR14 - 1998 (Caroni),Compagnie Des Indes,France,700.0,59.8
Trinidad 21 Ans - Cask #SC707 - 1994 (Caroni) - Cask Strength,Compagnie Des Indes,France,700.0,57.8
Trinidad 22 Ans - Cask #TC4 - 1993 (Caroni),Compagnie Des Indes,France,700.0,48.0
Trinidad 22 Ans - Cask #TC6 - 1993 (Caroni),Compagnie Des Indes,France,700.0,48.0
Trinidad 23 Ans - Cask #TCC3 - 1993 (Caroni) - Cask Strength,Compagnie Des Indes,France,700.0,53.1
Trinidad 24 Ans - Cask #SC803 - 1991 (Caroni) - Cask Strength,Compagnie Des Indes,France,700.0,56.3
Trinidad 26 Ans - Cask #TP8 - 1991 (Caroni) - Cask Strength,Compagnie Des Indes,France,700.0,56.2
Veneragua 13 Ans - Cask #SB4 - 2005,Compagnie Des Indes,France,700.0,45.0
Venezuela 12 Ans - Cask #VCA1 - 2006,Compagnie Des Indes,France,700.0,43.0
Venezuela 12 Ans - Cask #VCA3 - 2006,Compagnie Des Indes,France,700.0,43.0
Venezuela 12 Ans - Cask #VCA4 - 2006,Compagnie Des Indes,France,700.0,43.0
Venezuela 12 Ans - Cask #VCA5 - 2006 - Cask Strength,Compagnie Des Indes,France,700.0,58.0
Venezuela 14 Ans - Cask #??? - 2005,Compagnie Des Indes,France,700.0,43.0
Venezuela 14 Ans - Cask #VNT57 - 2005,Compagnie Des Indes,France,700.0,43.0
Venezuela 14 Ans - Cask #VNT61 - 2005,Compagnie Des Indes,France,700.0,43.0
West Indies 8 Ans,Compagnie Des Indes,France,700.0,40.0
Bielle 2005-2012,Comptoir Des Caraïbes,France,700.0,50.0
Bielle - Cuvée 2009 (Brut de Fût #101),La Confrérie du Rhum,France,700.0,52.3
Bielle - Cuvée 2009 (Brut de Fût #106),La Confrérie du Rhum,France,700.0,52.6
Bielle - Cuvée 2009 (Brut de Fût #107),La Confrérie du Rhum,France,700.0,52.1
Cuvée n°1 - Barbados 2000 (West Indies),La Confrérie du Rhum,France,700.0,43.0
Cuvée n°2 - Guadeloupe 1998 (Damoiseau),La Confrérie du Rhum,France,700.0,42.0
Fleur de Canne (Vieux) - Edition Spéciale La Confrérie du Rhum,La Confrérie du Rhum,France,700.0,42.0
Arturo Makasare 2001-2016 (Edición Limitada),Corman Collins Rhums,Belgique,700.0,44.0
Arturo Makasare 23 Años,Corman Collins Rhums,Belgique,700.0,44.0
Arturo Makasare Finca Maroma,Corman Collins Rhums,Belgique,700.0,40.0
Rumbastic - 12 Years (Travellers),A Dream of Scotland,Belize,700.0,60.6
"Bellevue 1998 """"Flamme d'Or"""" 14 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Caroni 1999 """"Master Selection"""" 15 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Caroni 1999 """"Premium Cask"""" 16 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Caroni 1999 """"Old Reserve"""" 18 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Caroni 1999 """"XO"""" 20 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,47.0
"Chichigalpa 1995 """"Très Vieux"""" 15 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Enmore 1990 """"Empereur"""" 28 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Foursquare 2000 """"Millenium Reserve"""" 6 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Foursquare 2007 """"Old Selection"""" 10 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Foursquare 2007 """"Old Reserve"""" 12 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,46.6
"Galion 2002 """"Grande Réserve"""" 8 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Hampden 1998 """"Golden Barrel"""" 16 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Hampden 1998 """"XO"""" 20 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
"Licorera 1998 """"Special Reserve"""" 8 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
Arturo Makasare La Paquita,Corman Collins Rhums,Belgique,700.0,40.0
Arturo Makasare Trinidad 1997-2017 (Caroni),Corman Collins Rhums,Belgique,700.0,49.1
Dame Jeanne Collection 42°,Corman Collins Rhums,Belgique,700.0,42.0
Dame Jeanne Collection 44°,Corman Collins Rhums,Belgique,700.0,44.0
Hampden 1983-2019,Corman Collins Rhums,Belgique,700.0,55.3
Hampden 2001-2017,Corman Collins Rhums,Belgique,700.0,60.4
Navy Full Strength,Corman Collins Rhums,Belgique,700.0,52.3
Navy Light Strength,Corman Collins Rhums,Belgique,700.0,42.8
Panama 13 (2004),Corman Collins Rhums,Belgique,700.0,60.2
Rhum J. Bally 18,Corman Collins Rhums,Belgique,700.0,56.8
Trois Rivières Cuvée Bélé - Cask #22-4,Corman Collins Rhums,Belgique,700.0,52.3
Caroni 17 Years - Barrel #2944,Creative Whisky Company,Ecosse,700.0,50.0
"Sinob Caroni 1997 (Full Proof, Cask #73)",Creative Whisky Company,Ecosse,700.0,57.9
The James Dinnen Series - Caroni 1999,Creative Whisky Company,Ecosse,700.0,50.0
,Cullinary,Canada,700.0,
Rhum Savanna Grand Arôme - Monopole,Dumons GM & Co.,Réunion,700.0,43.0
Barbados 1986-2012 (Cask #16) - West Indies,Duncan Taylor,Ecosse,700.0,52.7
Barbados 2000-2012 (Cask #12) - Mount Gay,Duncan Taylor,Ecosse,700.0,53.7
Barbados 2000-2016 (Cask #16) - West Indies,Duncan Taylor,Ecosse,700.0,52.0
Brazil 1999-2016 (Cask #3) - Epris,Duncan Taylor,Ecosse,700.0,47.5
Carribean Rum - Batch 1996,Duncan Taylor,Ecosse,700.0,46.0
"Long Pond 1992 """"Imperial"""" 15 Years (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
Carribean Rum - Batch 2001,Duncan Taylor,Ecosse,700.0,46.0
Cuba 1998-2012 (Cask #78) - Sancti Spiritus,Duncan Taylor,Ecosse,700.0,53.2
Fiji 2003-2013 (Cask #18) - South Pacific,Duncan Taylor,Ecosse,700.0,54.8
Guadeloupe 1998-2012 (Cask #4) - Damoiseau,Duncan Taylor,Ecosse,700.0,52.3
Guadeloupe 1998-2017 (Cask #33) - Damoiseau,Duncan Taylor,Ecosse,700.0,52.8
Guadeloupe 1998-2014 (Cask #88) - Damoiseau,Duncan Taylor,Ecosse,700.0,51.4
Guadeloupe 1998-2016 (Cask #94) - Damoiseau,Duncan Taylor,Ecosse,700.0,52.2
Guatemala 2007-2016 (Cask #8) - Darsa,Duncan Taylor,Ecosse,700.0,52.4
Guyana 1985-2012 (Cask #64) - Enmore,Duncan Taylor,Ecosse,700.0,52.5
Guyana 1989-2012 (Cask #5) - Uitvlugt,Duncan Taylor,Ecosse,700.0,54.9
Guyana 1997-2015 (Cask #11) - Uitvlugt,Duncan Taylor,Ecosse,700.0,52.8
Guyana 1998-2014 (Cask #35) - Uitvlugt,Duncan Taylor,Ecosse,700.0,52.7
Guyana 2002-2015 (Cask #131) - Diamond,Duncan Taylor,Ecosse,700.0,53.4
Guyana 2003-2013 (Cask #72) - Diamond,Duncan Taylor,Ecosse,700.0,54.4
Guyana 2003-2014 (Cask #71) - Diamond,Duncan Taylor,Ecosse,700.0,56.7
Haiti 2004-2017 (Cask #59) - Barbancourt,Duncan Taylor,Ecosse,700.0,54.4
Jamaica 1990-2012 (Cask #10) - Hampden,Duncan Taylor,Ecosse,700.0,52.9
Jamaica 1997-2012 (Cask #3) - Monymusk,Duncan Taylor,Ecosse,700.0,53.4
Jamaica 2000-2012 (Cask #122) - Hampden,Duncan Taylor,Ecosse,700.0,53.1
Jamaica 2000-2014 (Cask #6) - Long Pond,Duncan Taylor,Ecosse,700.0,54.6
Jamaica 2000-2014 (Cask #34) - Hampden,Duncan Taylor,Ecosse,700.0,53.3
Jamaica 2000-2014 (Cask #50) - Hampden,Duncan Taylor,Ecosse,700.0,52.7
Jamaica 2000-2016 (Cask #65) - Long Pond,Duncan Taylor,Ecosse,700.0,51.9
Jamaica 2000-2017 (Cask #17) - Long Pond,Duncan Taylor,Ecosse,700.0,54.1
Jamaica 2003-2014 (Cask #18) - Monymusk,Duncan Taylor,Ecosse,700.0,53.5
Jamaica 2003-2016 (Cask #2) - Monymusk,Duncan Taylor,Ecosse,700.0,52.1
Nicaragua 2004-2017 (Cask #9),Duncan Taylor,Ecosse,700.0,55.4
Panama 1995-2012 (Cask #4) - Don José,Duncan Taylor,Ecosse,700.0,54.4
St-Lucia 2002-2013 (Cask #5),Duncan Taylor,Ecosse,700.0,52.6
St-Lucia 2002-2014 (Cask #6),Duncan Taylor,Ecosse,700.0,54.2
N°6 - Guyana 23 Ans (Uitvlugt),EKTE,Danemark,700.0,57.7
Pungent & Geeky (PG),EKTE,Danemark,700.0,47.0
Spiced & Rich (SR),EKTE,Danemark,700.0,43.0
Barbancourt 2004 (Cask #BB 86),L'Esprit,France,700.0,46.0
Barbancourt 2004 (Cask #BB 86) Cask Strength,L'Esprit,France,700.0,66.2
Bellevue 1998 (Cask #3),L'Esprit,France,700.0,46.0
Bellevue 1998 (Cask #3) Cask Strength,L'Esprit,France,700.0,58.0
Bellevue 1998 (Cask #BB 44),L'Esprit,France,700.0,46.0
Bellevue 1998 (Cask #BB 44) Cask Strength,L'Esprit,France,700.0,57.5
Beenleigh - Still Strength,L'Esprit,France,700.0,78.1
Black Rock 2000 (Cask #2) - West Indies,L'Esprit,France,700.0,46.0
Black Rock 2000 (Cask #2) - West Indies - Cask Strength,L'Esprit,France,700.0,57.7
"Black Rock 82,3° (West Indies)",L'Esprit,France,700.0,82.3
Caroni 1996 (Cask #BB 4),L'Esprit,France,700.0,64.3
Chichigalpa 2002 (Cask #BB 5),L'Esprit,France,700.0,46.0
Chichigalpa 2002 (Cask #BB 5) - Cask Strength,L'Esprit,France,700.0,63.1
Diamond MPM 85° (Cuvée Edgar Second Edition),L'Esprit,France,700.0,85.0
Diamond 2003 (Cask #58),L'Esprit,France,700.0,46.0
Diamond 2005 (Cask #BB 114) - Cask Strength,L'Esprit,France,700.0,71.4
Don José 2000 (Cask #2),L'Esprit,France,700.0,46.0
Don José 2000 (Cask #2) - Cask Strength,L'Esprit,France,700.0,57.8
A Panama Distillery 2004 (Cask #BB 71) - Cask Strength,L'Esprit,France,700.0,62.6
Epris 1999 (Cask #52),L'Esprit,France,700.0,47.7
Foursquare 2002 (Cask #BB 15) - Cask Strength,L'Esprit,France,700.0,56.4
Foursquare 2007 (Cask #BB 10) - Cask Strength,L'Esprit,France,700.0,65.3
La Favorite - Cuvée Ernest First Edition (V&B),L'Esprit,France,700.0,73.0
Monymusk 2007 (Cask #BB 11) - Cask Strength,L'Esprit,France,700.0,67.0
"Port Mourant Blanc 84,7°",L'Esprit,France,700.0,84.7
Port Mourant 2005 (Cask #BB 20 B) - Cask Strength,L'Esprit,France,700.0,59.9
"Long Pond 1992 """"Imperial"""" 18 Years (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
Port Mourant 2005 (Cask #BB 22) - Cask Strength,L'Esprit,France,700.0,60.0
South Pacific 83° (Still Strength),L'Esprit,France,700.0,83.0
Travellers 2005 (Cask #BB  11),L'Esprit,France,700.0,46.0
Travellers 2005 (Cask #BB  11) - Cask Strength,L'Esprit,France,700.0,66.1
Travellers 2007  (Cask #BB  36) - Cuvée 10e Anniversaire Cask Strength,L'Esprit,France,700.0,66.1
Worthy Park 2007 (Cask #BB 9) - Cask Strength,L'Esprit,France,700.0,56.9
Worthy Park 2007 (Cask #BB 10) - Cask Strength,L'Esprit,France,700.0,55.9
Worthy Park 2007 (Cask #49) - Cask Strength,L'Esprit,France,700.0,55.3
Carribean Smooth 1816 (Dark),Estaro,Pays-Bas,700.0,37.5
Carribean Smooth 1816 (Blanc),Estaro,Pays-Bas,700.0,37.5
Barbade Foursquare - MBFS 2006-2017,Excellence Rhum,France,700.0,62.8
Barbade Foursquare - Cask Strength Fût #14-  2007-2018,Excellence Rhum,France,700.0,64.4
Fidji South Pacific SMF Cask Strength 2004-2018,Excellence Rhum,France,700.0,65.5
Guadeloupe Bellevue - SFGB 1998-2017,Excellence Rhum,France,700.0,59.9
Guyana Diamond - MPM 2005-2017,Excellence Rhum,France,700.0,60.1
Guyana Port Mourant - MPM 2008-2018,Excellence Rhum,France,700.0,62.2
Jamaique Hampden - LROK 2000-2017,Excellence Rhum,France,700.0,54.6
Jamaique Worthy Park - WPL 2007-2018,Excellence Rhum,France,700.0,57.0
Maison La Mauny E15 - Cask Strength 2015-2019,Excellence Rhum,France,700.0,62.8
Marie Galante Bielle YQM - Cask Strength 2012-2019,Excellence Rhum,France,700.0,59.2
Grenada XO Rum (Sélection A'Rhum 2019) - Batch #1,Explorateur du Goût,France,700.0,52.0
Bélize - Aged 5 Years,Fair,France,700.0,40.0
Bélize - Aged 8 Years,Fair,France,700.0,53.8
Bélize - Aged 8 Years - Single Cask A'Rhum,Fair,France,700.0,62.0
Bélize - Aged 9 Years,Fair,France,700.0,41.0
Bélize - Aged 10 Years,Fair,France,700.0,40.0
Bélize - Aged 10 Years - Fullproof,Fair,France,700.0,66.5
Bélize - Aged 11 Years,Fair,France,700.0,50.7
Bélize - XO,Fair,France,700.0,40.0
Bélize - XO Finish Acacia,Fair,France,700.0,40.0
Bélize - XO Finish Acacia Gold Label,Fair,France,700.0,46.0
Bélize - XO Finish Chataignier,Fair,France,700.0,43.0
Bélize - XO Finish Chestnut,Fair,France,700.0,43.0
Jamaica - Aged 5 Years (Worthy Park),Fair,France,700.0,40.0
Muscovado 2016,Fair,France,700.0,55.0
Muscovado 2017,Fair,France,700.0,55.0
Paraguay XO,Fair,France,700.0,40.0
Salvador XO,Fair,France,700.0,44.0
Influences n°2 - Australie-Jamaique,Famille Ricci,France,700.0,46.0
Influences n°3 - Guyana-Guatemala,Famille Ricci,France,700.0,46.0
Ambré,Ferroni,France,700.0,40.0
Australie 2013,Ferroni,France,500.0,60.4
Australie Maurice Barbade - La Table du Loup,Ferroni,France,500.0,59.2
Barbade 2007 (Foursquare),Ferroni,France,500.0,57.5
Barbade 2009 (Foursquare),Ferroni,France,500.0,63.5
"Port Morant 1990 """"Diamonds of Demerara"""" 25 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
Bélize 2007 (Travellers),Ferroni,France,500.0,42.0
Bélize 2007 - Cask Strength (Travellers),Ferroni,France,500.0,61.0
Boucan d'Enfer,Ferroni,France,700.0,50.0
Cuba 2011,Ferroni,France,500.0,58.5
Cuvée La Baffe de l'Ours,Ferroni,France,500.0,61.2
Fresh Cane,Ferroni,France,700.0,56.0
3 Latitudes Gwada 1998,Ferroni,France,500.0,44.0
Gwada 1998 - Rasteau Finish,Ferroni,France,500.0,56.5
Honey Rum,Ferroni,France,700.0,37.5
Issan Flower 2015,Ferroni,France,500.0,59.2
"Jamaique 2010 (Worthy Park) - (63,4°)",Ferroni,France,500.0,63.4
"Jamaique 2010 (Worthy Park) - (65,6°)",Ferroni,France,500.0,65.6
"Jamaique 2010 (Worthy Park) - (66,2°)",Ferroni,France,500.0,66.2
La Dame Jeanne - Pur Jus de Canne (56°),Ferroni,France,700.0,56.0
La Dame Jeanne - Pur Jus de Canne (57°) - Chamarel,Ferroni,France,700.0,57.0
La Dame Jeanne 2 - Melasse Power (57°),Ferroni,France,700.0,57.0
La Dame Jeanne 3 - Canne Rouge (57°),Ferroni,France,700.0,57.0
La Dame Jeanne 4 - L'Atlantique,Ferroni,France,700.0,57.0
La Dame Jeanne 5,Ferroni,France,700.0,57.0
La Dame Jeanne - La Table du Loup,Ferroni,France,700.0,57.0
Le Boucanier (Rhum Fumé),Ferroni,France,700.0,40.0
"Sanctus Spiritus 1998 """"Old Vintage Selection"""" 16 Years Old (Rare Single Cask)",Alambic Classique,Allemagne,700.0,45.0
Le Merveilleux Farlernum,Ferroni,France,700.0,19.0
